 726.80908 16.491 0.012
 728.87237 16.699 0.015
 729.85527 16.628 0.015
 739.83996 16.472 0.016
 742.85225 16.641 0.016
 744.82511 16.314 0.012
 745.83466 16.375 0.012
 746.87272 16.576 0.015
 747.69211 16.578 0.015
 748.66950 16.594 0.015
 750.74979 16.529 0.015
 751.78028 16.247 0.012
 752.84168 16.484 0.014
 754.84996 16.692 0.020
 755.75380 16.625 0.016
 759.75037 16.559 0.015
 760.80488 16.619 0.015
 762.82561 16.619 0.016
 769.83800 16.580 0.018
 773.82541 16.599 0.015
 776.85141 16.517 0.015
 779.79234 16.589 0.015
 781.80887 16.619 0.018
 783.81729 16.466 0.012
 788.81980 16.609 0.014
 790.83454 16.383 0.011
 795.79125 16.594 0.015
 798.78652 16.608 0.015
 816.84219 16.589 0.014
 817.78466 16.647 0.016
 824.73205 16.632 0.015
 826.72871 16.476 0.014
 827.67477 16.492 0.012
 828.73419 16.598 0.015
 829.79872 16.626 0.016
 831.62378 16.604 0.016
 832.74668 16.486 0.014
 833.67947 16.424 0.011
 834.73250 16.556 0.016
 835.69968 16.635 0.014
 836.66848 16.675 0.015
 837.65002 16.641 0.012
 838.77764 16.556 0.020
 839.64866 16.387 0.014
 840.76907 16.511 0.014
 842.68116 16.681 0.016
 844.62888 16.616 0.018
 845.65397 16.420 0.012
 850.72502 16.621 0.016
 854.76246 16.597 0.019
 855.74708 16.677 0.020
 856.65443 16.668 0.018
 857.71270 16.594 0.018
 858.66656 16.420 0.014
 859.74246 16.437 0.014
 860.68363 16.530 0.016
 865.55134 16.394 0.018
 867.60677 16.561 0.014
 874.71833 16.622 0.012
 876.58746 16.633 0.012
 876.68765 16.639 0.012
 880.61113 16.559 0.015
 885.61781 16.326 0.019
 887.65612 16.591 0.020
 890.67973 16.579 0.019
 892.57325 16.563 0.016
 895.61663 16.635 0.015
 898.59429 16.491 0.008
 918.60956 16.609 0.022
 922.51386 16.563 0.015
 928.57578 16.560 0.022
 933.53801 16.515 0.014
 951.49598 16.675 0.014
1041.91020 16.648 0.015
1072.88579 16.555 0.015
1079.82861 16.589 0.015
1080.87285 16.676 0.015
1081.82223 16.654 0.015
1083.89048 16.472 0.012
1084.80411 16.392 0.012
1086.82440 16.626 0.015
1089.78745 16.533 0.014
1090.80925 16.416 0.015
1091.86740 16.484 0.015
1092.86576 16.591 0.015
1102.87138 16.517 0.012
1107.85438 16.669 0.015
1109.80408 16.463 0.016
1113.86753 16.692 0.015
1116.81176 16.349 0.011
1126.71350 16.613 0.015
1129.81225 16.326 0.011
1131.81692 16.560 0.016
1132.80877 16.642 0.015
1134.82184 16.644 0.014
1142.75916 16.508 0.011
1151.85379 16.582 0.015
1153.72541 16.589 0.014
1155.68109 16.635 0.018
1157.74169 16.598 0.018
1159.74669 16.571 0.014
1161.81174 16.560 0.012
1163.80841 16.542 0.016
1165.80858 16.600 0.014
1167.74328 16.594 0.016
1168.75430 16.619 0.016
1171.72214 16.543 0.012
1174.84996 16.584 0.012
1178.76792 16.565 0.014
1181.73347 16.620 0.015
1183.76702 16.630 0.015
1185.81595 16.594 0.014
1187.76919 16.576 0.014
1189.75758 16.651 0.014
1191.82246 16.568 0.012
1192.85321 16.601 0.012
1194.67272 16.644 0.014
1196.68962 16.636 0.016
1202.69499 16.637 0.016
1204.67512 16.456 0.016
1207.68790 16.626 0.016
1211.68021 16.413 0.015
1213.71446 16.579 0.016
1214.72238 16.668 0.018
1215.54848 16.657 0.015
1216.61654 16.599 0.014
1217.68413 16.422 0.015
1219.62139 16.480 0.016
1221.59204 16.668 0.018
1223.68220 16.531 0.015
1224.56182 16.303 0.014
1226.57011 16.546 0.015
1227.57716 16.637 0.016
1232.66678 16.469 0.014
1235.56795 16.627 0.016
1237.55186 16.383 0.019
1238.65386 16.358 0.016
1241.55406 16.627 0.018
1242.62747 16.611 0.016
1243.57120 16.508 0.015
1245.53975 16.493 0.016
1247.67416 16.673 0.016
1248.64187 16.638 0.019
1251.59643 16.366 0.016
1254.55032 16.601 0.018
1255.58332 16.629 0.020
1257.61494 16.266 0.014
1260.60100 16.602 0.014
1264.59141 16.432 0.018
1266.59319 16.595 0.020
1267.60926 16.621 0.019
1275.53169 16.586 0.019
1278.51433 16.607 0.018
1281.52238 16.589 0.019
1290.49210 16.637 0.020
1296.58301 16.633 0.018
1300.52909 16.529 0.018
1305.50751 16.505 0.015
1308.53850 16.588 0.016
1315.49771 16.622 0.022
1318.48042 16.519 0.018
1320.52260 16.503 0.018
1331.48505 16.501 0.016
1431.82836 16.531 0.016
1433.82494 16.641 0.018
1435.87283 16.541 0.015
1437.86552 16.499 0.015
1440.90451 16.628 0.018
1443.79583 16.422 0.019
1447.76960 16.641 0.023
1448.86034 16.537 0.019
1455.77854 16.461 0.019
1458.76447 16.610 0.022
1459.88606 16.633 0.016
1460.76668 16.649 0.016
1461.73244 16.555 0.018
1471.74285 16.587 0.015
1475.83730 16.365 0.012
1478.76201 16.611 0.015
1481.82423 16.462 0.015
1484.82854 16.590 0.014
1487.82132 16.565 0.015
1491.76006 16.617 0.018
1493.70202 16.579 0.016
1495.74542 16.273 0.012
1498.66658 16.580 0.016
1500.80711 16.579 0.014
1503.69741 16.551 0.018
1505.80425 16.643 0.016
1507.70028 16.571 0.018
1508.81687 16.262 0.012
1509.67843 16.595 0.015
1510.64389 16.579 0.014
1511.72655 16.588 0.015
1512.76058 16.597 0.016
1514.77504 16.471 0.015
1516.82084 16.514 0.014
1518.69270 16.555 0.014
1520.71802 16.583 0.015
1522.71869 16.599 0.016
1523.71887 16.561 0.018
1525.69480 16.544 0.015
1527.76015 16.535 0.014
1528.68609 16.622 0.015
1529.81153 16.520 0.014
1531.70347 16.531 0.014
1538.66059 16.509 0.014
1541.61644 16.637 0.014
1542.77078 16.575 0.015
1544.67309 16.503 0.014
1546.69776 16.597 0.018
1547.69942 16.614 0.014
1548.67655 16.623 0.016
1551.70590 16.502 0.012
1552.63885 16.536 0.015
1553.66254 16.599 0.014
1554.64116 16.645 0.014
1555.66562 16.610 0.015
1556.63977 16.531 0.015
1560.63148 16.669 0.016
1564.55062 16.367 0.016
1568.62730 16.631 0.016
1571.63696 16.440 0.012
1575.65136 16.601 0.016
1578.69168 16.549 0.018
1580.70246 16.632 0.014
1582.63697 16.516 0.015
1585.62775 16.561 0.016
1588.63101 16.579 0.016
1591.59486 16.433 0.020
1595.58811 16.557 0.016
1599.65407 16.635 0.015
1600.62097 16.654 0.020
1601.61411 16.637 0.020
1602.68056 16.442 0.015
1604.61215 16.427 0.014
1606.56914 16.627 0.016
1609.52535 16.436 0.016
1610.54029 16.381 0.018
1611.60037 16.555 0.018
1613.58075 16.624 0.016
1614.65184 16.630 0.022
1616.50945 16.466 0.012
1618.65867 16.578 0.015
1619.54871 16.624 0.020
1621.54484 16.592 0.018
1623.64201 16.297 0.014
1625.62305 16.593 0.016
1627.59333 16.599 0.020
1628.53325 16.561 0.018
1630.50489 16.605 0.022
1631.50269 16.570 0.015
1633.61814 16.625 0.015
1635.50114 16.599 0.016
1645.51022 16.558 0.022
1653.49555 16.547 0.019
1655.53948 16.642 0.018
1657.54895 16.582 0.016
1660.52379 16.573 0.016
1662.53113 16.647 0.016
1664.55422 16.535 0.016
1669.52413 16.633 0.020
1672.49683 16.483 0.015
1687.49448 16.626 0.025
1695.47981 16.645 0.018
1766.87257 16.572 0.019
1768.85822 16.555 0.016
1773.91655 16.547 0.014
1782.84778 16.532 0.015
1788.85622 16.538 0.014
1804.85144 16.583 0.016
1811.87200 16.622 0.014
1815.84818 16.462 0.014
1822.72989 16.353 0.012
1829.87914 16.508 0.015
1844.78698 16.666 0.014
1850.76836 16.629 0.016
1854.82538 16.334 0.011
1858.77249 16.666 0.018
1860.81483 16.354 0.012
1863.78796 16.616 0.014
1866.73865 16.552 0.014
1868.71975 16.420 0.011
1870.84078 16.652 0.019
1872.85661 16.600 0.019
1874.76157 16.276 0.011
2166.89956 16.574 0.011
2173.81998 16.488 0.010
2189.89136 16.586 0.011
2192.79375 16.561 0.010
2201.80654 16.431 0.008
2212.83820 16.474 0.010
2223.84281 16.693 0.011
2226.82280 16.318 0.010
2228.85981 16.588 0.011
2230.77333 16.670 0.011
2232.79308 16.359 0.010
2234.78727 16.458 0.008
2238.75098 16.540 0.010
2241.63430 16.576 0.011
2243.69273 16.594 0.011
2248.76063 16.581 0.010
2251.72256 16.574 0.010
2253.80666 16.296 0.008
2255.68162 16.560 0.011
2261.70187 16.568 0.010
2264.78294 16.568 0.010
2269.81635 16.619 0.011
2271.76374 16.541 0.008
2273.84879 16.461 0.010
2274.63345 16.543 0.012
2276.74058 16.574 0.011
2278.63909 16.628 0.011
2280.63730 16.605 0.010
2282.64586 16.480 0.010
2289.77951 16.562 0.010
2291.78759 16.539 0.012
2293.75335 16.590 0.012
2295.77527 16.546 0.010
2297.76860 16.559 0.011
2299.80916 16.557 0.012
2301.70327 16.498 0.011
2303.69947 16.543 0.014
2321.65014 16.405 0.010
2327.52864 16.328 0.010
2332.56153 16.660 0.015
2333.52559 16.531 0.014
2339.51379 16.578 0.012
2347.50846 16.286 0.011
2402.50247 16.535 0.014
2524.89819 16.622 0.012
2537.89815 16.655 0.014
2542.86048 16.617 0.011
2552.80779 16.459 0.011
2556.80103 16.677 0.011
2559.84920 16.475 0.010
2563.89447 16.657 0.018
2564.81717 16.601 0.012
2573.81877 16.446 0.011
2578.74295 16.397 0.011
2583.77842 16.660 0.012
2589.82139 16.685 0.011
2596.70963 16.658 0.014
2605.71088 16.237 0.008
2609.70163 16.645 0.012
