dia,mag,err
1.8139900000000084,16.491,0.012
1.5080150000000605,16.699,0.015
0.12165000000003268,16.628,0.015
0.6292800000000334,16.472,0.016
1.2723050000000409,16.641,0.016
0.8759000000000094,16.314,0.012
1.88545,16.375,0.012
0.5542450000000865,16.576,0.015
1.3736349999999713,16.578,0.015
2.3510249999999853,16.594,0.015
2.06205000000009,16.529,0.015
0.7232749999999624,16.247,0.012
1.7846750000000111,16.484,0.014
1.4236900000000243,16.692,0.02
2.32752999999997,16.625,0.016
1.58556999999999,16.559,0.015
0.2708150000000402,16.619,0.015
2.291544999999998,16.619,0.016
2.19613999999998,16.58,0.018000000000000002
1.4450199999999347,16.599,0.015
2.101755000000002,16.517,0.015
0.3041550000000961,16.589000000000002,0.015
2.320685000000085,16.619,0.018000000000000002
1.9598400000000857,16.465999999999998,0.012
2.2238200000000017,16.609,0.014
1.869295000000076,16.383,0.011
2.0874750000000057,16.594,0.015
0.3442150000000113,16.608,0.015
1.8150300000000892,16.589000000000002,0.014
0.3882349999999328,16.647000000000002,0.016
0.22782999999997425,16.632,0.015
2.224489999999994,16.476,0.014
0.8012849999999827,16.492,0.012
1.8607050000000285,16.598,0.015
0.5559700000000191,16.625999999999998,0.016
0.01176500000002667,16.604,0.016
1.1346649999999854,16.486,0.014
2.0674550000000536,16.424,0.011
0.7512199999999751,16.555999999999994,0.016
1.71839999999996,16.635,0.014
0.31793499999994745,16.675,0.015
1.2994750000000566,16.641,0.012
0.057830000000035575,16.555999999999994,0.02
0.9288499999999659,16.387,0.014
2.0492599999999586,16.511,0.014
1.592084999999993,16.680999999999994,0.016
1.170540000000111,16.616,0.018000000000000002
2.1956299999999747,16.42,0.012
0.15888499999998862,16.621,0.016
1.8270599999999355,16.597,0.019
0.4424150000001128,16.677,0.02
1.349765000000064,16.668,0.018000000000000002
0.038770000000057266,16.594,0.018000000000000002
0.9926300000000206,16.42,0.014
2.0685299999999542,16.437,0.014
0.6404350000001241,16.53,0.016
0.7696149999999986,16.394000000000002,0.018000000000000002
0.4557799999998862,16.561,0.014
0.4595450000000541,16.622,0.012
2.3286749999999814,16.633,0.012
0.059599999999979225,16.639,0.012
1.6138150000001334,16.559,0.015
1.88196499999998,16.326,0.019
1.5510099999998903,16.590999999999998,0.02
2.2053550000000803,16.579,0.019
1.7296100000000472,16.563,0.016
0.0344600000001174,16.635,0.015
0.6428550000000182,16.491,0.008
1.704005000000005,16.609,0.022
0.8697749999999265,16.563,0.015
2.1931650000001404,16.56,0.022
0.04760000000000364,16.515,0.014
1.4207150000000497,16.675,0.014
1.802865000000052,16.648,0.015
1.9780100000000636,16.555,0.015
1.8130350000000468,16.589000000000002,0.015
0.4880099999999921,16.676,0.015
1.4373900000000113,16.654,0.015
1.136375000000046,16.472,0.012
2.0500050000000583,16.392,0.012
1.7010299999999896,16.625999999999998,0.015
2.294815000000056,16.533,0.014
0.9473500000000409,16.416,0.015
2.0055000000001098,16.484,0.015
0.6345949999999303,16.590999999999998,0.015
1.163155000000066,16.517,0.012
1.4076250000000132,16.669,0.015
0.9880600000001339,16.463,0.016
0.31298000000000936,16.692,0.015
0.8879450000000708,16.349,0.011
1.3126250000000892,16.613,0.015
2.0421099999999712,16.326,0.011
1.6775150000000036,16.56,0.016
0.30009999999988946,16.642,0.015
2.3131700000000874,16.644000000000002,0.014
0.7734300000000873,16.508,0.011
0.39100000000013946,16.582,0.015
2.262620000000033,16.589000000000002,0.014
1.8490350000000624,16.635,0.018000000000000002
1.5403700000000846,16.598,0.018000000000000002
1.1761049999999664,16.570999999999998,0.014
0.8718900000001222,16.56,0.012
0.4992949999998895,16.542,0.016
0.13020000000014242,16.6,0.014
2.064900000000163,16.594,0.016
0.70665500000008,16.619,0.016
1.3052300000001038,16.543,0.012
2.0637850000000326,16.584,0.012
1.2432150000000264,16.565,0.014
1.83949999999992,16.62,0.015
1.503785000000025,16.63,0.015
1.1834499999999526,16.594,0.014
0.7674250000000034,16.576,0.014
0.38654999999998463,16.651,0.014
0.08216499999988748,16.567999999999998,0.012
1.112915000000013,16.601,0.012
0.5631600000000496,16.644000000000002,0.014
0.21079499999990012,16.636,0.016
1.4776349999999847,16.637,0.016
1.0884999999999019,16.456,0.016
1.7320149999999228,16.625999999999998,0.016
0.9857950000000116,16.413,0.015
0.6507799999999406,16.579,0.016
1.6587000000001808,16.668,0.018000000000000002
0.11553500000017758,16.657,0.015
1.1835950000000095,16.599,0.014
2.251185000000119,16.422,0.015
1.8191800000000429,16.48,0.016
1.4205650000000207,16.668,0.018000000000000002
1.1414599999999897,16.531,0.015
2.0210799999999214,16.303,0.014
1.6601049999999096,16.546,0.015
0.2978900000000726,16.637,0.016
0.6489800000000407,16.469,0.014
1.1808850000001336,16.627,0.016
0.7955300000000571,16.383,0.019
1.897529999999919,16.358,0.016
0.05919999999995972,16.627,0.018000000000000002
1.1326099999999268,16.611,0.016
2.0763400000001138,16.508,0.015
1.6756249999999366,16.493,0.016
1.4407700000000534,16.673,0.016
0.03921499999995026,16.637999999999998,0.019
0.624510000000079,16.366,0.016
1.2091349999998529,16.601,0.018000000000000002
2.242134999999982,16.629,0.02
1.9044899999999572,16.266,0.014
0.15202000000013705,16.602,0.014
1.7731650000000203,16.432000000000002,0.018000000000000002
1.405680000000074,16.595,0.02
0.052484999999973685,16.621,0.019
0.8671200000000505,16.586,0.019
1.4804949999999972,16.607,0.018000000000000002
2.1192800000001366,16.589000000000002,0.019
1.6119399999999615,16.637,0.02
0.5950550000000834,16.633,0.018000000000000002
2.171870000000021,16.529,0.018000000000000002
0.042494999999936216,16.505,0.015
0.704220000000138,16.588,0.016
0.5556349999998953,16.622,0.022
1.1690799999998926,16.519000000000002,0.018000000000000002
0.8419950000000367,16.503,0.018000000000000002
2.3273850000000267,16.500999999999998,0.016
0.7923000000000027,16.531,0.016
0.4196149999999972,16.641,0.018000000000000002
0.0982400000000494,16.541,0.015
2.0909299999998607,16.499000000000002,0.015
0.3913900000001007,16.628,0.018000000000000002
0.9134450000000514,16.422,0.019
0.1486850000001101,16.641,0.023
1.239424999999979,16.537,0.019
1.0498300000000491,16.461,0.019
1.6664949999998746,16.61,0.022
0.4188200000000713,16.633,0.016
1.2994400000002069,16.649,0.016
2.265200000000025,16.555,0.018000000000000002
0.4292850000001178,16.587,0.015
2.1544699999999417,16.365,0.012
0.34064999999994683,16.611,0.015
1.033605000000199,16.462,0.015
1.6686500000000042,16.59,0.014
2.292165000000043,16.565,0.015
1.4923750000000957,16.617,0.018000000000000002
1.0650699999999764,16.579,0.016
0.7392049999999961,16.273,0.012
1.291100000000096,16.58,0.016
1.062364999999995,16.579,0.014
1.5834000000000197,16.551,0.018000000000000002
1.3209749999999398,16.643,0.016
0.8477400000000497,16.570999999999998,0.018000000000000002
1.9643299999999095,16.262,0.012
0.4566250000001912,16.595,0.015
1.4220850000000849,16.579,0.014
0.1354800000001175,16.588,0.015
1.1695100000001473,16.597,0.016
0.8147050000000191,16.471,0.015
0.4912400000001185,16.514,0.014
2.363100000000088,16.555,0.014
2.0191550000000533,16.583,0.015
1.6505599999999534,16.599,0.016
0.2814749999999537,16.561,0.018000000000000002
2.2574050000000163,16.544,0.015
1.9534900000000963,16.535,0.014
0.5101650000001787,16.622,0.015
1.6356050000002047,16.52,0.014
1.1582799999999542,16.531,0.014
1.007604999999986,16.509,0.014
1.594190000000041,16.637,0.014
